object_name,package_name,url_browser,description,id_package,id_dataset,url_download
whse_legal_admin_boundaries.abms_electoral_areas_sp,electoral-areas-legally-defined-administrative-areas-of-bc,https://catalogue.data.gov.bc.ca/dataset/81940c47-a534-47e0-94d0-947c96a59de4,"Legally defined __Electoral Area__ polygons were drawn from metes and bounds descriptions as written in Letters Patent for Regional District Electoral Areas in the province of British Columbia. In the event of a discrepancy in the data, the metes and bounds description will prevail.

Although the boundaries were drawn based on the legal metes and bounds descriptions, they may differ from how regional districts and their member municipalities and electoral areas currently view and/or manage their boundaries. Where discrepancies are noted, the Ministry of Municipal Affairs (the custodian) enters into discussion with the local governments whose boundaries are affected. In order to effect a change to the boundary, Cabinet approval is required.  This is done through an Order in Council (OIC). While discrepancies to administrative boundaries are being resolved, boundaries may be adjusted on an ongoing basis until the requested changes are completed.
 
The OIC_YEAR and OIC_NUMBER fields indicate the year that the boundary was passed under OIC and its associated number. The AFFECTED_ADMIN_AREA_ABRVN identifies the administrative areas that are affected by the OIC.

A polygon dataset that includes all of the administrative areas currently in the __Administrative Boundaries Management System (ABMS)__ is available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc).

A complimentary point dataset that defines the administrative areas is also available available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc-boundary-locations).

Other individual datasets are available from the following records:

https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/regional-districts-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/province-of-british-columbia-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/islands-trust-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/local-trust-areas-legally-defined-administrative-areas-of-bc
",81940c47-a534-47e0-94d0-947c96a59de4,67e1021c-5b3b-4004-bf14-954d700509f9,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_ELECTORAL_AREAS_SP/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.abms_local_trust_areas_sp,local-trust-areas-legally-defined-administrative-areas-of-bc,https://catalogue.data.gov.bc.ca/dataset/cea5f554-f2f7-4cfd-a8f0-63e7c83dc191,"Legally defined __Local Trust Area__ polygons were drawn from metes and bounds descriptions as written in Letters Patent for the Local Trust Areas in the province of British Columbia.

A polygon dataset that includes all of the administrative areas currently in the __Administrative Boundaries Management System (ABMS)__ is available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc).

A complimentary point dataset that defines the administrative areas is also available available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc-boundary-locations).

Other individual datasets are available from the following records:

https://catalogue.data.gov.bc.ca/dataset/islands-trust-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/regional-districts-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/electoral-areas-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/province-of-british-columbia-legally-defined-administrative-areas-of-bc  ",cea5f554-f2f7-4cfd-a8f0-63e7c83dc191,90b50d86-ac0a-4c62-a570-cbe19b130253,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_LOCAL_TRUST_AREAS_SP/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.abms_regional_districts_sp,regional-districts-legally-defined-administrative-areas-of-bc,https://catalogue.data.gov.bc.ca/dataset/d1aff64e-dbfe-45a6-af97-582b7f6418b9,"Legally defined __Regional District__ polygons were drawn from metes and bounds descriptions as written in Letters Patent for Regional Districts in the province of British Columbia. In the event of a discrepancy in the data, the metes and bounds description will prevail.

Although the boundaries were drawn based on the legal metes and bounds descriptions, they may differ from how regional districts and their member municipalities and electoral areas currently view and/or manage their boundaries. Where discrepancies are noted, the Ministry of Municipal Affairs (the custodian) enters into discussion with the local governments whose boundaries are affected. In order to effect a change to the boundary, Cabinet approval is required.  This is done through an Order in Council (OIC). While discrepancies to administrative boundaries are being resolved, boundaries may be adjusted on an ongoing basis until the requested changes are completed.
 
The OIC_YEAR and OIC_NUMBER fields indicate the year that the boundary was passed under OIC and its associated number. The AFFECTED_ADMIN_AREA_ABRVN identifies the administrative areas that are affected by the OIC.

Please note that the Northern Rockies Regional Municipality appears to be a gap in the Regional District layer, but it is a municipality and can be found in the  [Municipalities Layer](https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc).

A polygon dataset that includes all of the administrative areas currently in the __Administrative Boundaries Management System (ABMS)__ is available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc).

A complimentary point dataset that defines the administrative areas is also available available  [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc-boundary-locations).

Other individual datasets are available from the following records:

https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/electoral-areas-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/province-of-british-columbia-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/islands-trust-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/local-trust-areas-legally-defined-administrative-areas-of-bc


",d1aff64e-dbfe-45a6-af97-582b7f6418b9,57c7f719-dc87-415c-8be7-ef2f95289397,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_REGIONAL_DISTRICTS_SP/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.abms_municipalities_sp,municipalities-legally-defined-administrative-areas-of-bc,https://catalogue.data.gov.bc.ca/dataset/e3c3c580-996a-4668-8bc5-6aa7c7dc4932,"Legally defined __Municipal__ polygons were drawn from metes and bounds descriptions as written in Letters Patent for Municipalities in the province of British Columbia. In the event of a discrepancy in the data, the metes and bounds description will prevail.

Although the boundaries were drawn based on the legal metes and bounds descriptions, they may differ from how regional districts and their member municipalities and electoral areas currently view and/or manage their boundaries. Where discrepancies are noted, the Ministry of Municipal Affairs (the custodian) enters into discussion with the local governments whose boundaries are affected. In order to effect a change to the boundary, Cabinet approval is required.  This is done through an Order in Council (OIC). While discrepancies to administrative boundaries are being resolved, boundaries may be adjusted on an ongoing basis until the requested changes are completed.
 
The OIC_YEAR and OIC_NUMBER fields indicate the year that the boundary was passed under OIC and its associated number. The AFFECTED_ADMIN_AREA_ABRVN identifies the administrative areas that are affected by the OIC.

See all of the administrative areas currently in the [__Administrative Boundaries Management System (ABMS)__](https://catalogue.data.gov.bc.ca/dataset/12f0fd64-94d5-422a-832e-6627a2a01702).

The complimentary [point dataset](https://catalogue.data.gov.bc.ca/dataset/e50b6560-0549-41a6-8035-6b828066692e) that defines the administrative areas is also available.

Other individual legally defined administrative area datasets are available from the following records:

[Regional Districts](https://catalogue.data.gov.bc.ca/dataset/d1aff64e-dbfe-45a6-af97-582b7f6418b9)
[Electoral Areas](https://catalogue.data.gov.bc.ca/dataset/81940c47-a534-47e0-94d0-947c96a59de4) 

[Province of British Columbia](https://catalogue.data.gov.bc.ca/dataset/a7e32e45-63ae-4f5a-9275-9402b6deebdc)

[Islands Trust](https://catalogue.data.gov.bc.ca/dataset/df3f5a9f-2dc0-4b9e-b593-fc205933e32d)

[Local Trust Areas](https://catalogue.data.gov.bc.ca/dataset/cea5f554-f2f7-4cfd-a8f0-63e7c83dc191)",e3c3c580-996a-4668-8bc5-6aa7c7dc4932,25c95b07-5882-47ff-970d-36cb243b8355,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_MUNICIPALITIES_SP/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.pest_infest_current_point,pest-infestation-points-current,https://catalogue.data.gov.bc.ca/dataset/1f885327-eb89-4905-84be-8d9710641648,"Forest disturbances mapped primarily by the annual provincial aerial overview survey are recorded as polygons or spots (point data). This data set represents the spot (point) data. Each spot is labelled by the year of survey, forest health factor (disturbance agent), severity class, area, numbers of trees estimated in the spot, and host. Aerial survey data standards are provided on the web at https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-health/aerial-overview-surveys/methods.

This dataset contains only the most current year point data. The **[Pest Infestation Points - Historic](https://catalogue.data.gov.bc.ca/dataset/3a7b4e9d-2761-4e8f-a8ec-a79265288e7b)** dataset contains all previous years data and **[Pest Infestation Points](https://catalogue.data.gov.bc.ca/dataset/4a83ec61-31a4-4134-9204-af47ff26ed78)** contains all point data for both current and historic years.",1f885327-eb89-4905-84be-8d9710641648,402cebc6-f445-4b15-818e-ab93e4f30ce7,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.PEST_INFEST_CURRENT_POINT/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.clp_utility_pricing_zones_sp,crown-land-pricing-zones-utilities,https://catalogue.data.gov.bc.ca/dataset/d240e990-3298-43e2-8fab-6a6321b3f8fd,Rent calculation for the use of Crown land for utilities purposes is based on zonal land values.   There are currently 7 zones covering the province. The dataset outlines the boundaries for these zones.    ,d240e990-3298-43e2-8fab-6a6321b3f8fd,6b4c64b3-dd56-4bc6-b38f-36bd170cf3bb,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.CLP_UTILITY_PRICING_ZONES_SP/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.clp_log_hndl_pricing_zones_sp,crown-land-pricing-zones-log-handling,https://catalogue.data.gov.bc.ca/dataset/a7f82769-4029-4316-957d-608b90c29ea0,Rent calculation for the use of Crown land for log handling purposes is based on zonal land values. There are currently 11 zones covering the province. The dataset outlines the boundaries for these zones. ,a7f82769-4029-4316-957d-608b90c29ea0,a5c850cd-7584-4f52-beb5-018e959922d7,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.CLP_LOG_HNDL_PRICING_ZONES_SP/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.clp_comm_site_pricing_zones_sp,crown-land-pricing-zones-communication-sites,https://catalogue.data.gov.bc.ca/dataset/31ee8417-d83b-482d-8dee-7ba117bb28a8,Rent calculation for the use of Crown land for communication sites purposes is based on zonal rates per site per user category.  There are currently 3 zones covering the province.  The dataset outlines the boundaries for these zones.,31ee8417-d83b-482d-8dee-7ba117bb28a8,acf824fe-2452-4a12-9902-7805da11d4b5,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.CLP_COMM_SITE_PRICING_ZONES_SP/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_ccsd_detailed_age_sv,population-counts-by-age-by-census-consolidated-subdivision-2016-census,https://catalogue.data.gov.bc.ca/dataset/e94bb85c-5cba-4a52-abeb-dfc4ce53e773,"This dataset contains counts of population by single year of age (year) and broader age groupings, by census consolidated subdivision.",e94bb85c-5cba-4a52-abeb-dfc4ce53e773,4036f73d-bbd3-4854-b284-16f05da96768,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CCSD_DETAILED_AGE_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_car_detailed_age_sv,population-counts-by-age-by-census-agricultural-region-economic-development-region-2016-census,https://catalogue.data.gov.bc.ca/dataset/6b4d39f0-cc5e-4ab9-a262-d5c0b4ee0d9f,"This dataset contains counts of population by single year of age and broader age groupings, by census agricultural region (which is coincident with B.C.’s economic development regions).",6b4d39f0-cc5e-4ab9-a262-d5c0b4ee0d9f,437e9467-8880-4e64-96a0-2eef749c6509,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CAR_DETAILED_AGE_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_cd_detailed_age_sv,population-counts-by-age-by-census-division-regional-district-2016,https://catalogue.data.gov.bc.ca/dataset/348c21df-78b9-4ead-9ac3-7fd8703a7c36,"This dataset contains counts of population by single year of age (year) and broader age groupings, by census division (which are coincident with B.C.’s regional districts).",348c21df-78b9-4ead-9ac3-7fd8703a7c36,e81e3022-aec6-4b05-ade1-f02de04d568a,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_DETAILED_AGE_SV/ows?service=WMS&request=GetCapabilities
whse_water_management.wls_community_ws_pub_svw,community-watersheds-current,https://catalogue.data.gov.bc.ca/dataset/bc57faf7-23e4-43fe-918a-e999936dbafa,"Boundaries (polygons) of areas designated as community watershed by government - that are all or part of the drainage area that is upslope of the lowest point from which water is diverted for human consumption by a licensed waterworks, if satisfied that, to protect the water that is diverted for human consumption, the area requires special management that is not otherwise provided for under this regulation or other enactment: to conserve the quality, quantity and timing of water flow; or to prevent cumulative hydrological effects that would have a material adverse effect on the water . Supercedes the '(DEPRECATED) BC Community Watersheds' dataset BC_COMMUNITY_WATERSHEDS",bc57faf7-23e4-43fe-918a-e999936dbafa,c2ffee7d-4488-4f84-b1bb-d2a71f7edc22,https://openmaps.gov.bc.ca/geo/pub/WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW/ows?service=WMS&request=GetCapabilities
whse_water_management.wls_rgltd_private_wtr_util_sp,regulated-private-water-utilities,https://catalogue.data.gov.bc.ca/dataset/1ddbc9db-5f0c-4525-aa24-1ce382786d5c,This points layer displays the general locations of regulated private water utilities across the province of British Columbia. A private water utility under the Water Utility Act is a person/business who owns or operates equipment or facilities for the delivery of domestic water service to five (5) or more persons or to a corporation for compensation. Private water utilities are usually created by developers to serve rural land development where community water service is required for subdivision approval and where there is no other water purveyor in the area that can provide service.,1ddbc9db-5f0c-4525-aa24-1ce382786d5c,63578ac3-33a6-49b7-9eaa-5432a4e204f1,https://openmaps.gov.bc.ca/geo/pub/WHSE_WATER_MANAGEMENT.WLS_RGLTD_PRIVATE_WTR_UTIL_SP/ows?service=WMS&request=GetCapabilities
